# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.500000e+01
# lRef        : 1.420000e+00
# Aref        : 2.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
860           	-7.867827e-01	5.674160e-01	-1.917454e+00	-1.745510e+00	-1.719445e-01
861           	-7.868032e-01	5.673096e-01	-1.917391e+00	-1.745499e+00	-1.718921e-01
862           	-7.868165e-01	5.671987e-01	-1.917316e+00	-1.745474e+00	-1.718412e-01
863           	-7.868112e-01	5.671835e-01	-1.917299e+00	-1.745461e+00	-1.718383e-01
864           	-7.868118e-01	5.671831e-01	-1.917301e+00	-1.745462e+00	-1.718388e-01
865           	-7.868195e-01	5.670713e-01	-1.917199e+00	-1.745419e+00	-1.717799e-01
866           	-7.868055e-01	5.670597e-01	-1.917150e+00	-1.745381e+00	-1.717696e-01
867           	-7.867977e-01	5.670777e-01	-1.917150e+00	-1.745373e+00	-1.717773e-01
868           	-7.867713e-01	5.670758e-01	-1.917095e+00	-1.745319e+00	-1.717761e-01
869           	-7.867701e-01	5.670735e-01	-1.917090e+00	-1.745315e+00	-1.717749e-01
870           	-7.867459e-01	5.670691e-01	-1.917052e+00	-1.745272e+00	-1.717800e-01
871           	-7.867001e-01	5.671697e-01	-1.917053e+00	-1.745227e+00	-1.718265e-01
872           	-7.866672e-01	5.672444e-01	-1.917069e+00	-1.745202e+00	-1.718673e-01
873           	-7.866669e-01	5.672427e-01	-1.917067e+00	-1.745201e+00	-1.718669e-01
874           	-7.866771e-01	5.671868e-01	-1.917064e+00	-1.745209e+00	-1.718546e-01
875           	-7.866880e-01	5.671945e-01	-1.917104e+00	-1.745240e+00	-1.718642e-01
876           	-7.866909e-01	5.671882e-01	-1.917106e+00	-1.745244e+00	-1.718622e-01
877           	-7.866992e-01	5.672057e-01	-1.917146e+00	-1.745272e+00	-1.718740e-01
878           	-7.866998e-01	5.672738e-01	-1.917212e+00	-1.745306e+00	-1.719061e-01
879           	-7.867004e-01	5.672752e-01	-1.917215e+00	-1.745308e+00	-1.719070e-01
880           	-7.867029e-01	5.673292e-01	-1.917274e+00	-1.745340e+00	-1.719341e-01
881           	-7.866985e-01	5.673330e-01	-1.917269e+00	-1.745333e+00	-1.719359e-01
882           	-7.867099e-01	5.674310e-01	-1.917397e+00	-1.745408e+00	-1.719885e-01
883           	-7.867197e-01	5.675330e-01	-1.917514e+00	-1.745477e+00	-1.720371e-01
884           	-7.867201e-01	5.675350e-01	-1.917518e+00	-1.745479e+00	-1.720387e-01
885           	-7.867558e-01	5.676208e-01	-1.917660e+00	-1.745586e+00	-1.720740e-01
886           	-7.867565e-01	5.676180e-01	-1.917660e+00	-1.745586e+00	-1.720734e-01
887           	-7.868035e-01	5.677297e-01	-1.917866e+00	-1.745736e+00	-1.721294e-01
888           	-7.868052e-01	5.677293e-01	-1.917870e+00	-1.745740e+00	-1.721298e-01
889           	-7.868597e-01	5.677910e-01	-1.918020e+00	-1.745870e+00	-1.721504e-01
890           	-7.868600e-01	5.677866e-01	-1.918015e+00	-1.745868e+00	-1.721477e-01
891           	-7.869218e-01	5.679710e-01	-1.918322e+00	-1.746083e+00	-1.722391e-01
892           	-7.869229e-01	5.679693e-01	-1.918326e+00	-1.746086e+00	-1.722399e-01
893           	-7.870197e-01	5.679970e-01	-1.918524e+00	-1.746281e+00	-1.722421e-01
894           	-7.870218e-01	5.679934e-01	-1.918523e+00	-1.746283e+00	-1.722397e-01
895           	-7.870931e-01	5.681986e-01	-1.918856e+00	-1.746521e+00	-1.723347e-01
896           	-7.870947e-01	5.682016e-01	-1.918862e+00	-1.746526e+00	-1.723364e-01
897           	-7.871918e-01	5.682206e-01	-1.919047e+00	-1.746715e+00	-1.723317e-01
898           	-7.871961e-01	5.682116e-01	-1.919047e+00	-1.746720e+00	-1.723275e-01
899           	-7.872674e-01	5.683554e-01	-1.919319e+00	-1.746927e+00	-1.723922e-01
900           	-7.872723e-01	5.683566e-01	-1.919330e+00	-1.746937e+00	-1.723929e-01
901           	-7.873379e-01	5.683872e-01	-1.919449e+00	-1.747062e+00	-1.723866e-01
902           	-7.873404e-01	5.683865e-01	-1.919451e+00	-1.747066e+00	-1.723853e-01
903           	-7.873862e-01	5.685320e-01	-1.919676e+00	-1.747224e+00	-1.724519e-01
904           	-7.873898e-01	5.685311e-01	-1.919684e+00	-1.747232e+00	-1.724523e-01
905           	-7.874541e-01	5.684768e-01	-1.919729e+00	-1.747319e+00	-1.724105e-01
906           	-7.874860e-01	5.684909e-01	-1.919764e+00	-1.747368e+00	-1.723962e-01
907           	-7.874878e-01	5.685023e-01	-1.919776e+00	-1.747376e+00	-1.724002e-01
908           	-7.874979e-01	5.684654e-01	-1.919736e+00	-1.747366e+00	-1.723701e-01
909           	-7.874980e-01	5.684706e-01	-1.919740e+00	-1.747368e+00	-1.723720e-01
910           	-7.875054e-01	5.683998e-01	-1.919656e+00	-1.747334e+00	-1.723227e-01
911           	-7.874988e-01	5.683948e-01	-1.919609e+00	-1.747303e+00	-1.723059e-01
912           	-7.874972e-01	5.684103e-01	-1.919617e+00	-1.747306e+00	-1.723114e-01
913           	-7.874769e-01	5.682811e-01	-1.919428e+00	-1.747191e+00	-1.722372e-01
914           	-7.874767e-01	5.682843e-01	-1.919427e+00	-1.747190e+00	-1.722367e-01
915           	-7.874613e-01	5.682334e-01	-1.919355e+00	-1.747139e+00	-1.722162e-01
916           	-7.874611e-01	5.682402e-01	-1.919359e+00	-1.747141e+00	-1.722185e-01
917           	-7.874600e-01	5.681093e-01	-1.919224e+00	-1.747072e+00	-1.721519e-01
918           	-7.874616e-01	5.681130e-01	-1.919226e+00	-1.747075e+00	-1.721515e-01
919           	-7.874323e-01	5.681067e-01	-1.919191e+00	-1.747028e+00	-1.721634e-01
920           	-7.874026e-01	5.681034e-01	-1.919140e+00	-1.746973e+00	-1.721675e-01
921           	-7.874024e-01	5.681099e-01	-1.919144e+00	-1.746975e+00	-1.721698e-01
922           	-7.874008e-01	5.679659e-01	-1.919030e+00	-1.746916e+00	-1.721140e-01
923           	-7.873964e-01	5.679750e-01	-1.919027e+00	-1.746910e+00	-1.721172e-01
924           	-7.873599e-01	5.679303e-01	-1.918963e+00	-1.746841e+00	-1.721215e-01
925           	-7.873541e-01	5.679454e-01	-1.918963e+00	-1.746835e+00	-1.721272e-01
926           	-7.873168e-01	5.677776e-01	-1.918769e+00	-1.746701e+00	-1.720677e-01
927           	-7.872492e-01	5.677143e-01	-1.918601e+00	-1.746550e+00	-1.720512e-01
928           	-7.872435e-01	5.677229e-01	-1.918598e+00	-1.746543e+00	-1.720558e-01
929           	-7.871753e-01	5.675984e-01	-1.918397e+00	-1.746374e+00	-1.720232e-01
930           	-7.871682e-01	5.676030e-01	-1.918388e+00	-1.746362e+00	-1.720255e-01
931           	-7.870798e-01	5.675063e-01	-1.918172e+00	-1.746166e+00	-1.720061e-01
932           	-7.870768e-01	5.675030e-01	-1.918165e+00	-1.746159e+00	-1.720056e-01
933           	-7.869642e-01	5.674937e-01	-1.917990e+00	-1.745959e+00	-1.720309e-01
934           	-7.869618e-01	5.674875e-01	-1.917983e+00	-1.745953e+00	-1.720298e-01
935           	-7.868559e-01	5.674764e-01	-1.917821e+00	-1.745766e+00	-1.720545e-01
936           	-7.868552e-01	5.674692e-01	-1.917817e+00	-1.745764e+00	-1.720533e-01
937           	-7.867605e-01	5.674988e-01	-1.917701e+00	-1.745611e+00	-1.720898e-01
938           	-7.867607e-01	5.674904e-01	-1.917697e+00	-1.745609e+00	-1.720878e-01
939           	-7.867091e-01	5.675275e-01	-1.917668e+00	-1.745543e+00	-1.721250e-01
940           	-7.867096e-01	5.675196e-01	-1.917667e+00	-1.745543e+00	-1.721240e-01
941           	-7.867110e-01	5.675367e-01	-1.917698e+00	-1.745560e+00	-1.721382e-01
942           	-7.867083e-01	5.675349e-01	-1.917695e+00	-1.745556e+00	-1.721389e-01
943           	-7.867047e-01	5.676482e-01	-1.917790e+00	-1.745600e+00	-1.721904e-01
944           	-7.867050e-01	5.676371e-01	-1.917787e+00	-1.745599e+00	-1.721887e-01
945           	-7.867477e-01	5.676685e-01	-1.917895e+00	-1.745695e+00	-1.721996e-01
946           	-7.867451e-01	5.676685e-01	-1.917892e+00	-1.745691e+00	-1.722007e-01
947           	-7.867840e-01	5.678368e-01	-1.918104e+00	-1.745836e+00	-1.722678e-01
948           	-7.867860e-01	5.678282e-01	-1.918103e+00	-1.745838e+00	-1.722657e-01
949           	-7.868712e-01	5.678497e-01	-1.918281e+00	-1.746012e+00	-1.722694e-01
950           	-7.868745e-01	5.678373e-01	-1.918280e+00	-1.746015e+00	-1.722657e-01
951           	-7.869466e-01	5.679058e-01	-1.918469e+00	-1.746181e+00	-1.722878e-01
952           	-7.870079e-01	5.680320e-01	-1.918674e+00	-1.746345e+00	-1.723289e-01
953           	-7.870107e-01	5.680243e-01	-1.918677e+00	-1.746349e+00	-1.723278e-01
954           	-7.870830e-01	5.679763e-01	-1.918734e+00	-1.746450e+00	-1.722840e-01
955           	-7.870789e-01	5.679816e-01	-1.918729e+00	-1.746443e+00	-1.722857e-01
956           	-7.871478e-01	5.679855e-01	-1.918855e+00	-1.746575e+00	-1.722797e-01
957           	-7.871526e-01	5.679673e-01	-1.918853e+00	-1.746579e+00	-1.722739e-01
958           	-7.872181e-01	5.678951e-01	-1.918872e+00	-1.746654e+00	-1.722177e-01
959           	-7.872210e-01	5.678864e-01	-1.918869e+00	-1.746655e+00	-1.722135e-01
960           	-7.872332e-01	5.679914e-01	-1.918994e+00	-1.746730e+00	-1.722637e-01
961           	-7.872356e-01	5.679813e-01	-1.918995e+00	-1.746733e+00	-1.722618e-01
962           	-7.872715e-01	5.679016e-01	-1.918979e+00	-1.746761e+00	-1.722182e-01
963           	-7.872756e-01	5.678899e-01	-1.918979e+00	-1.746765e+00	-1.722138e-01
964           	-7.872700e-01	5.679492e-01	-1.919037e+00	-1.746789e+00	-1.722485e-01
965           	-7.872757e-01	5.679351e-01	-1.919040e+00	-1.746796e+00	-1.722444e-01
966           	-7.872636e-01	5.678443e-01	-1.918936e+00	-1.746732e+00	-1.722044e-01
967           	-7.872672e-01	5.678299e-01	-1.918932e+00	-1.746733e+00	-1.721988e-01
968           	-7.872459e-01	5.678742e-01	-1.918968e+00	-1.746730e+00	-1.722384e-01
969           	-7.872517e-01	5.678600e-01	-1.918972e+00	-1.746738e+00	-1.722344e-01
970           	-7.872265e-01	5.677755e-01	-1.918854e+00	-1.746654e+00	-1.722006e-01
971           	-7.872296e-01	5.677650e-01	-1.918852e+00	-1.746656e+00	-1.721965e-01
972           	-7.871930e-01	5.678083e-01	-1.918865e+00	-1.746625e+00	-1.722394e-01
973           	-7.871977e-01	5.677940e-01	-1.918866e+00	-1.746631e+00	-1.722354e-01
974           	-7.871626e-01	5.676993e-01	-1.918723e+00	-1.746524e+00	-1.721989e-01
975           	-7.871637e-01	5.676953e-01	-1.918721e+00	-1.746524e+00	-1.721969e-01
976           	-7.870985e-01	5.677731e-01	-1.918708e+00	-1.746453e+00	-1.722556e-01
977           	-7.870996e-01	5.677686e-01	-1.918709e+00	-1.746454e+00	-1.722547e-01
978           	-7.870373e-01	5.676905e-01	-1.918539e+00	-1.746307e+00	-1.722323e-01
979           	-7.870397e-01	5.676808e-01	-1.918537e+00	-1.746308e+00	-1.722287e-01
980           	-7.869644e-01	5.677143e-01	-1.918461e+00	-1.746195e+00	-1.722663e-01
981           	-7.869653e-01	5.677144e-01	-1.918464e+00	-1.746197e+00	-1.722666e-01
982           	-7.868832e-01	5.676414e-01	-1.918255e+00	-1.746011e+00	-1.722445e-01
983           	-7.868830e-01	5.676381e-01	-1.918251e+00	-1.746009e+00	-1.722427e-01
984           	-7.867913e-01	5.676685e-01	-1.918149e+00	-1.745866e+00	-1.722831e-01
985           	-7.866964e-01	5.676528e-01	-1.917980e+00	-1.745686e+00	-1.722934e-01
986           	-7.866970e-01	5.676561e-01	-1.917984e+00	-1.745689e+00	-1.722952e-01
987           	-7.866376e-01	5.675058e-01	-1.917738e+00	-1.745506e+00	-1.722313e-01
988           	-7.866303e-01	5.675160e-01	-1.917729e+00	-1.745495e+00	-1.722340e-01
989           	-7.865404e-01	5.675181e-01	-1.917583e+00	-1.745332e+00	-1.722511e-01
990           	-7.865375e-01	5.675263e-01	-1.917584e+00	-1.745329e+00	-1.722543e-01
991           	-7.864658e-01	5.674143e-01	-1.917340e+00	-1.745136e+00	-1.722041e-01
992           	-7.864623e-01	5.674157e-01	-1.917330e+00	-1.745127e+00	-1.722030e-01
993           	-7.863738e-01	5.674266e-01	-1.917200e+00	-1.744974e+00	-1.722260e-01
994           	-7.863705e-01	5.674357e-01	-1.917202e+00	-1.744971e+00	-1.722302e-01
995           	-7.863076e-01	5.673360e-01	-1.916997e+00	-1.744806e+00	-1.721909e-01
996           	-7.863062e-01	5.673347e-01	-1.916991e+00	-1.744802e+00	-1.721895e-01
997           	-7.862303e-01	5.673246e-01	-1.916865e+00	-1.744663e+00	-1.722021e-01
998           	-7.862295e-01	5.673259e-01	-1.916866e+00	-1.744663e+00	-1.722036e-01
999           	-7.861655e-01	5.672329e-01	-1.916664e+00	-1.744498e+00	-1.721667e-01
1000          	-7.861637e-01	5.672299e-01	-1.916656e+00	-1.744492e+00	-1.721642e-01
